IDDate,ID,Date,DatePlus15,Week,Rank,Total GR,Total GR Rec,Total GR Given,GR AF,TotalKnownDuration,FreqTotalGR,FreqGRRec,FreqGRGiven,FreqGRAF,5mAF,5mAllAdults,Scansperday,FreqAFProx,FreqAllAdultProx
3I53/31/2015,3I5,3/31/15,4/15/15,14,13,0:00:00,0:00:00,0:00:00,0:00:00,0:30:28,0,0,0,0,13,19,6,2.166666667,3.166666667
3I53/6/2015,3I5,3/6/15,3/21/15,10,13,0:10:00,0:08:00,0:02:00,0:04:00,0:30:00,0.333333333,0.266666667,0.066666667,0.133333333,3,4,7,0.428571429,0.571428571
3I53/9/2015,3I5,3/9/15,3/24/15,11,13,0:00:00,0:00:00,0:00:00,0:00:00,0:29:56,0,0,0,0,10,15,7,1.428571429,2.142857143
3I54/1/2015,3I5,4/1/15,4/16/15,14,13,0:19:55,0:15:10,0:04:45,0:19:55,0:30:53,0.644900162,0.491095521,0.153804641,0.644900162,6,17,7,0.857142857,2.428571429
3I54/13/2015,3I5,4/13/15,4/28/15,16,13,0:01:11,0:00:00,0:01:11,0:01:11,0:30:03,0.039378813,0,0.039378813,0.039378813,7,7,6,1.166666667,1.166666667
3I54/14/2015,3I5,4/14/15,4/29/15,16,13,0:10:00,0:10:00,0:00:00,0:00:00,1:00:06,0.166389351,0.166389351,0,0,18,19,14,1.285714286,1.357142857
3I54/16/2015,3I5,4/16/15,5/1/15,16,13,0:03:00,0:03:00,0:00:00,0:03:00,0:30:00,0.1,0.1,0,0.1,16,22,7,2.285714286,3.142857143
3I54/2/2015,3I5,4/2/15,4/17/15,14,13,0:08:08,0:05:25,0:02:43,0:08:08,1:01:30,0.132249322,0.088075881,0.044173442,0.132249322,22,33,14,1.571428571,2.357142857
3I54/20/2015,3I5,4/20/15,5/5/15,17,13,0:00:00,0:00:00,0:00:00,0:00:00,0:30:28,0,0,0,0,4,7,7,0.571428571,1
3I54/21/2015,3I5,4/21/15,5/6/15,17,13,0:17:32,0:06:00,0:11:32,0:00:00,0:30:22,0.577387486,0.197585071,0.379802415,0,8,8,7,1.142857143,1.142857143
3I54/22/2015,3I5,4/22/15,5/7/15,17,13,0:00:00,0:00:00,0:00:00,0:00:00,0:22:22,0,0,0,0,0,0,5,0,0
3I54/25/2015,3I5,4/25/15,5/10/15,17,13,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,6,7,7,0.857142857,1
3I54/6/2015,3I5,4/6/15,4/21/15,15,13,0:01:22,0:01:22,0:00:00,0:00:00,0:30:25,0.044931507,0.044931507,0,0,12,17,7,1.714285714,2.428571429
3I54/7/2015,3I5,4/7/15,4/22/15,15,13,0:20:03,0:20:03,0:00:00,0:00:00,0:30:12,0.663907285,0.663907285,0,0,2,5,7,0.285714286,0.714285714
3I54/8/2015,3I5,4/8/15,4/23/15,15,13,0:00:00,0:00:00,0:00:00,0:00:00,0:30:31,0,0,0,0,18,23,7,2.571428571,3.285714286
3I54/9/2015,3I5,4/9/15,4/24/15,15,13,0:00:00,0:00:00,0:00:00,0:00:00,0:30:11,0,0,0,0,8,9,7,1.142857143,1.285714286
4I81/29/2015,4I8,1/29/15,2/13/15,5,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:11,0,0,0,0,2,3,6,0.333333333,0.5
4I82/16/2015,4I8,2/16/15,3/3/15,8,16,0:06:12,0:06:12,0:00:00,0:06:12,0:30:35,0.202724796,0.202724796,0,0.202724796,12,18,7,1.714285714,2.571428571
4I82/18/2015,4I8,2/18/15,3/5/15,8,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:18,0,0,0,0,7,12,7,1,1.714285714
4I82/20/2015,4I8,2/20/15,3/7/15,8,16,0:03:02,0:03:02,0:00:00,0:01:27,0:30:34,0.099236641,0.099236641,0,0.047437296,1,6,7,0.142857143,0.857142857
4I82/24/2015,4I8,2/24/15,3/11/15,9,16,0:27:50,0:27:50,0:00:00,0:00:00,1:31:14,0.305078553,0.305078553,0,0,11,18,21,0.523809524,0.857142857
4I82/26/2015,4I8,2/26/15,3/13/15,9,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:09,0,0,0,0,6,9,7,0.857142857,1.285714286
4I82/4/2015,4I8,2/4/15,2/19/15,6,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:12,0,0,0,0,1,11,7,0.142857143,1.571428571
4I82/9/2015,4I8,2/9/15,2/24/15,7,16,0:06:43,0:06:25,0:00:18,0:00:18,1:00:40,0.110714286,0.105769231,0.004945055,0.004945055,5,11,14,0.357142857,0.785714286
4I83/11/2015,4I8,3/11/15,3/26/15,11,16,0:02:43,0:01:12,0:01:31,0:02:43,0:30:11,0.090005522,0.03975704,0.050248482,0.090005522,7,11,7,1,1.571428571
4I83/13/2015,4I8,3/13/15,3/28/15,11,16,0:00:00,0:00:00,0:00:00,0:00:00,0:31:08,0,0,0,0,14,23,7,2,3.285714286
4I83/16/2015,4I8,3/16/15,3/31/15,12,16,0:00:00,0:00:00,0:00:00,0:00:00,0:31:10,0,0,0,0,0,3,5,0,0.6
4I83/17/2015,4I8,3/17/15,4/1/15,12,16,0:15:50,0:15:50,0:00:00,0:15:50,1:01:57,0.255582459,0.255582459,0,0.255582459,20,23,14,1.428571429,1.642857143
4I83/19/2015,4I8,3/19/15,4/3/15,12,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:57,0,0,0,0,18,22,7,2.571428571,3.142857143
4I83/2/2015,4I8,3/2/15,3/17/15,10,16,0:14:06,0:09:31,0:04:35,0:00:00,0:30:24,0.463815789,0.313048246,0.150767544,0,3,8,7,0.428571429,1.142857143
4I83/24/2015,4I8,3/24/15,4/8/15,13,16,0:00:00,0:00:00,0:00:00,0:00:00,0:52:01,0,0,0,0,13,19,12,1.083333333,1.583333333
4I83/26/2015,4I8,3/26/15,4/10/15,13,16,0:20:00,0:20:00,0:00:00,0:01:00,0:31:00,0.64516129,0.64516129,0,0.032258065,5,6,7,0.714285714,0.857142857
4I83/28/2015,4I8,3/28/15,4/12/15,13,16,0:11:00,0:11:00,0:00:00,0:06:00,0:31:00,0.35483871,0.35483871,0,0.193548387,17,26,7,2.428571429,3.714285714
4I83/3/2015,4I8,3/3/15,3/18/15,10,16,0:04:53,0:04:53,0:00:00,0:00:00,1:00:23,0.080872205,0.080872205,0,0,12,16,13,0.923076923,1.230769231
4I83/30/2015,4I8,3/30/15,4/14/15,14,16,0:16:02,0:16:02,0:00:00,0:00:00,0:30:08,0.532079646,0.532079646,0,0,1,7,7,0.142857143,1
4I83/31/2015,4I8,3/31/15,4/15/15,14,16,0:09:44,0:09:44,0:00:00,0:09:44,0:30:00,0.324444444,0.324444444,0,0.324444444,10,12,7,1.428571429,1.714285714
4I83/6/2015,4I8,3/6/15,3/21/15,10,16,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,7,9,7,1,1.285714286
4I83/9/2015,4I8,3/9/15,3/24/15,11,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:41,0,0,0,0,6,8,7,0.857142857,1.142857143
4I84/1/2015,4I8,4/1/15,4/16/15,14,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:46,0,0,0,0,12,22,7,1.714285714,3.142857143
4I84/10/2015,4I8,4/10/15,4/25/15,15,16,0:10:09,0:10:09,0:00:00,0:05:52,0:20:58,0.484101749,0.484101749,0,0.279809221,16,17,5,3.2,3.4
4I84/13/2015,4I8,4/13/15,4/28/15,16,16,0:03:00,0:03:00,0:00:00,0:03:00,0:31:00,0.096774194,0.096774194,0,0.096774194,24,33,7,3.428571429,4.714285714
4I84/16/2015,4I8,4/16/15,5/1/15,16,16,0:00:00,0:00:00,0:00:00,0:00:00,1:00:23,0,0,0,0,26,37,14,1.857142857,2.642857143
4I84/17/2015,4I8,4/17/15,5/2/15,16,16,0:02:30,0:02:30,0:00:00,0:02:30,0:30:12,0.082781457,0.082781457,0,0.082781457,12,13,7,1.714285714,1.857142857
4I84/2/2015,4I8,4/2/15,4/17/15,14,16,0:00:00,0:00:00,0:00:00,0:00:00,0:32:47,0,0,0,0,12,22,7,1.714285714,3.142857143
4I84/20/2015,4I8,4/20/15,5/5/15,17,16,0:03:08,0:00:38,0:02:30,0:00:21,1:00:56,0.051422319,0.010393873,0.041028446,0.005743982,18,29,14,1.285714286,2.071428571
4I84/22/2015,4I8,4/22/15,5/7/15,17,16,0:00:00,0:00:00,0:00:00,0:00:00,1:00:37,0,0,0,0,10,19,14,0.714285714,1.357142857
4I84/6/2015,4I8,4/6/15,4/21/15,15,16,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,3,4,7,0.428571429,0.571428571
4I84/7/2015,4I8,4/7/15,4/22/15,15,16,0:06:24,0:06:24,0:00:00,0:00:00,1:01:11,0.10460365,0.10460365,0,0,6,13,13,0.461538462,1
4I84/9/2015,4I8,4/9/15,4/24/15,15,16,0:03:18,0:03:18,0:00:00,0:01:04,0:31:22,0.105207226,0.105207226,0,0.034006376,23,25,7,3.285714286,3.571428571
5B21/19/2015,5B2,1/19/15,2/3/15,4,8,0:00:00,0:00:00,0:00:00,0:00:00,0:46:50,0,0,0,0,2,2,10,0.2,0.2
5B21/20/2015,5B2,1/20/15,2/4/15,4,8,0:04:00,0:04:00,0:00:00,0:04:00,0:30:00,0.133333333,0.133333333,0,0.133333333,28,34,7,4,4.857142857
5B21/23/2015,5B2,1/23/15,2/7/15,4,8,0:27:57,0:12:19,0:15:38,0:26:36,1:00:53,0.459074733,0.20229948,0.256775253,0.436901177,50,52,14,3.571428571,3.714285714
5B21/26/2015,5B2,1/26/15,2/10/15,5,8,0:00:00,0:00:00,0:00:00,0:00:00,1:01:33,0,0,0,0,13,14,14,0.928571429,1
5B21/28/2015,5B2,1/28/15,2/12/15,5,8,0:16:45,0:11:08,0:05:37,0:16:45,1:01:08,0.273991276,0.182115594,0.091875682,0.273991276,32,35,15,2.133333333,2.333333333
5B22/11/2015,5B2,2/11/15,2/26/15,7,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:15,0,0,0,0,12,15,6,2,2.5
5B22/16/2015,5B2,2/16/15,3/3/15,8,8,0:00:00,0:00:00,0:00:00,0:00:00,0:34:36,0,0,0,0,13,14,7,1.857142857,2
5B22/17/2015,5B2,2/17/15,3/4/15,8,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:27,0,0,0,0,8,12,8,1,1.5
5B22/18/2015,5B2,2/18/15,3/5/15,8,8,0:12:33,0:10:57,0:01:36,0:12:33,1:02:04,0.202201933,0.176423201,0.025778733,0.202201933,24,27,14,1.714285714,1.928571429
5B22/2/2015,5B2,2/2/15,2/17/15,6,8,0:04:10,0:04:10,0:00:00,0:04:10,0:35:43,0.116658889,0.116658889,0,0.116658889,27,32,6,4.5,5.333333333
5B22/23/2015,5B2,2/23/15,3/10/15,9,8,0:00:00,0:00:00,0:00:00,0:00:00,1:00:36,0,0,0,0,39,50,14,2.785714286,3.571428571
5B22/25/2015,5B2,2/25/15,3/12/15,9,8,0:00:00,0:00:00,0:00:00,0:00:00,0:59:07,0,0,0,0,27,30,14,1.928571429,2.142857143
5B22/5/2015,5B2,2/5/15,2/20/15,6,8,0:15:23,0:00:00,0:15:23,0:15:23,1:00:56,0.252461707,0,0.252461707,0.252461707,32,41,13,2.461538462,3.153846154
5B22/9/2015,5B2,2/9/15,2/24/15,7,8,0:05:14,0:05:12,0:00:02,0:00:00,0:19:01,0.275197195,0.273444347,0.001752848,0,8,10,4,2,2.5
5B23/10/2015,5B2,3/10/15,3/25/15,11,8,0:09:19,0:03:09,0:06:10,0:09:19,0:30:39,0.303969549,0.102773246,0.201196302,0.303969549,22,25,7,3.142857143,3.571428571
5B23/11/2015,5B2,3/11/15,3/26/15,11,8,0:02:24,0:02:24,0:00:00,0:02:24,0:30:16,0.079295154,0.079295154,0,0.079295154,14,17,7,2,2.428571429
5B23/16/2015,5B2,3/16/15,3/31/15,12,8,0:02:08,0:00:26,0:01:42,0:02:08,0:30:43,0.06945198,0.014107434,0.055344547,0.06945198,19,21,7,2.714285714,3
5B23/17/2015,5B2,3/17/15,4/1/15,12,8,0:14:37,0:02:27,0:12:10,0:14:37,0:30:09,0.484798231,0.081260365,0.403537866,0.484798231,8,12,7,1.142857143,1.714285714
5B23/18/2015,5B2,3/18/15,4/2/15,12,8,0:06:56,0:04:45,0:02:11,0:06:56,0:33:00,0.21010101,0.143939394,0.066161616,0.21010101,27,33,7,3.857142857,4.714285714
5B23/19/2015,5B2,3/19/15,4/3/15,12,8,0:02:54,0:00:25,0:02:29,0:02:54,0:30:02,0.096559378,0.013873474,0.082685905,0.096559378,6,6,7,0.857142857,0.857142857
5B23/2/2015,5B2,3/2/15,3/17/15,10,8,0:08:14,0:05:18,0:02:56,0:07:50,0:31:36,0.260548523,0.167721519,0.092827004,0.247890295,6,8,7,0.857142857,1.142857143
5B23/23/2015,5B2,3/23/15,4/7/15,13,8,0:11:25,0:01:32,0:09:53,0:11:25,0:33:23,0.341987019,0.045931103,0.296055916,0.341987019,30,34,7,4.285714286,4.857142857
5B23/25/2015,5B2,3/25/15,4/9/15,13,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:24,0,0,0,0,5,9,7,0.714285714,1.285714286
5B23/26/2015,5B2,3/26/15,4/10/15,13,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,55,73,7,7.857142857,10.42857143
5B23/3/2015,5B2,3/3/15,3/18/15,10,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:37,0,0,0,0,7,15,7,1,2.142857143
5B23/30/2015,5B2,3/30/15,4/14/15,14,8,0:00:00,0:00:00,0:00:00,0:00:00,0:20:13,0,0,0,0,1,2,4,0.25,0.5
5B23/31/2015,5B2,3/31/15,4/15/15,14,8,0:09:21,0:09:21,0:00:00,0:09:21,0:30:11,0.309773606,0.309773606,0,0.309773606,9,10,7,1.285714286,1.428571429
5B23/4/2015,5B2,3/4/15,3/19/15,10,8,0:00:00,0:00:00,0:00:00,0:00:00,1:00:07,0,0,0,0,16,22,14,1.142857143,1.571428571
5B23/5/2015,5B2,3/5/15,3/20/15,10,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:01,0,0,0,0,10,13,7,1.428571429,1.857142857
5B23/9/2015,5B2,3/9/15,3/24/15,11,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:39,0,0,0,0,4,10,7,0.571428571,1.428571429
5B24/1/2015,5B2,4/1/15,4/16/15,14,8,0:00:00,0:00:00,0:00:00,0:00:00,0:31:03,0,0,0,0,21,26,7,3,3.714285714
5B24/10/2015,5B2,4/10/15,4/25/15,15,8,0:05:57,0:00:01,0:05:56,0:05:57,0:30:43,0.193705914,0.000542594,0.193163321,0.193705914,17,24,7,2.428571429,3.428571429
5B24/15/2015,5B2,4/15/15,4/30/15,16,8,0:04:09,0:00:00,0:04:09,0:04:09,0:30:17,0.137039075,0,0.137039075,0.137039075,5,7,6,0.833333333,1.166666667
5B24/16/2015,5B2,4/16/15,5/1/15,16,8,0:18:08,0:00:00,0:18:08,0:18:08,1:36:11,0.188528851,0,0.188528851,0.188528851,83,112,20,4.15,5.6
5B24/2/2015,5B2,4/2/15,4/17/15,14,8,0:08:44,0:08:44,0:00:00,0:00:27,0:30:46,0.283856988,0.283856988,0,0.014626219,28,31,7,4,4.428571429
5B24/20/2015,5B2,4/20/15,5/5/15,17,8,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,38,50,7,5.428571429,7.142857143
5B24/22/2015,5B2,4/22/15,5/7/15,17,8,0:00:00,0:00:00,0:00:00,0:00:00,1:00:58,0,0,0,0,40,46,14,2.857142857,3.285714286
5B24/23/2015,5B2,4/23/15,5/8/15,17,8,0:03:32,0:03:32,0:00:00,0:00:00,0:30:08,0.117256637,0.117256637,0,0,5,5,7,0.714285714,0.714285714
5B24/7/2015,5B2,4/7/15,4/22/15,15,8,0:00:00,0:00:00,0:00:00,0:00:00,0:32:38,0,0,0,0,51,63,7,7.285714286,9
5B24/8/2015,5B2,4/8/15,4/23/15,15,8,0:06:58,0:00:00,0:06:58,0:06:58,0:30:09,0.231066888,0,0.231066888,0.231066888,8,10,7,1.142857143,1.428571429
5B24/9/2015,5B2,4/9/15,4/24/15,15,8,0:04:37,0:00:00,0:04:37,0:00:28,0:30:10,0.153038674,0,0.153038674,0.015469613,7,13,7,1,1.857142857
5G21/15/2015,5G2,1/15/15,1/30/15,3,31,0:15:34,0:10:10,0:05:24,0:00:00,0:45:14,0.344141489,0.224760501,0.119380987,0,0,9,10,0,0.9
5G21/16/2015,5G2,1/16/15,1/31/15,3,31,0:00:00,0:00:00,0:00:00,0:00:00,0:45:34,0,0,0,0,0,3,10,0,0.3
5G21/21/2015,5G2,1/21/15,2/5/15,4,31,0:03:58,0:03:58,0:00:00,0:00:00,0:30:07,0.131710017,0.131710017,0,0,0,4,7,0,0.571428571
5G21/26/2015,5G2,1/26/15,2/10/15,5,31,0:03:42,0:03:42,0:00:00,0:00:00,0:30:24,0.121710526,0.121710526,0,0,0,0,7,0,0
5G21/28/2015,5G2,1/28/15,2/12/15,5,31,0:00:00,0:00:00,0:00:00,0:00:00,1:01:28,0,0,0,0,0,8,13,0,0.615384615
5G21/29/2015,5G2,1/29/15,2/13/15,5,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:30,0,0,0,0,1,7,7,0.142857143,1
5G21/30/2015,5G2,1/30/15,2/14/15,5,31,0:05:24,0:00:00,0:05:24,0:00:00,0:30:01,0.179900056,0,0.179900056,0,0,12,7,0,1.714285714
5G22/17/2015,5G2,2/17/15,3/4/15,8,31,0:00:00,0:00:00,0:00:00,0:00:00,0:34:43,0,0,0,0,1,2,6,0.166666667,0.333333333
5G22/18/2015,5G2,2/18/15,3/5/15,8,31,0:00:17,0:00:00,0:00:17,0:00:17,1:00:15,0.004702628,0,0.004702628,0.004702628,11,18,14,0.785714286,1.285714286
5G22/19/2015,5G2,2/19/15,3/6/15,8,31,0:00:00,0:00:00,0:00:00,0:00:00,0:27:45,0,0,0,0,1,1,6,0.166666667,0.166666667
5G22/23/2015,5G2,2/23/15,3/10/15,9,31,0:17:55,0:06:09,0:11:46,0:00:00,0:30:16,0.591960352,0.203193833,0.38876652,0,0,8,7,0,1.142857143
5G22/25/2015,5G2,2/25/15,3/12/15,9,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,4,8,7,0.571428571,1.142857143
5G22/26/2015,5G2,2/26/15,3/13/15,9,31,0:00:00,0:00:00,0:00:00,0:00:00,1:00:10,0,0,0,0,5,10,12,0.416666667,0.833333333
5G22/3/2015,5G2,2/3/15,2/18/15,6,31,0:10:56,0:10:27,0:00:29,0:00:00,0:30:28,0.358862144,0.342997812,0.015864333,0,0,1,7,0,0.142857143
5G22/6/2015,5G2,2/6/15,2/21/15,6,31,0:01:05,0:01:05,0:00:00,0:00:00,0:30:21,0.035694673,0.035694673,0,0,1,5,7,0.142857143,0.714285714
5G22/9/2015,5G2,2/9/15,2/24/15,7,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:44,0,0,0,0,2,5,7,0.285714286,0.714285714
5G23/11/2015,5G2,3/11/15,3/26/15,11,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:30,0,0,0,0,4,6,7,0.571428571,0.857142857
5G23/12/2015,5G2,3/12/15,3/27/15,11,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:15,0,0,0,0,2,7,7,0.285714286,1
5G23/13/2015,5G2,3/13/15,3/28/15,11,31,0:03:55,0:00:00,0:03:55,0:00:00,0:30:06,0.130121816,0,0.130121816,0,0,1,7,0,0.142857143
5G23/18/2015,5G2,3/18/15,4/2/15,12,31,0:00:11,0:00:00,0:00:11,0:00:00,1:30:55,0.002016499,0,0.002016499,0,9,25,21,0.428571429,1.19047619
5G23/19/2015,5G2,3/19/15,4/3/15,12,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,2,3,7,0.285714286,0.428571429
5G23/2/2015,5G2,3/2/15,3/17/15,10,31,0:04:04,0:00:00,0:04:04,0:00:00,1:00:15,0.067496542,0,0.067496542,0,5,13,14,0.357142857,0.928571429
5G23/24/2015,5G2,3/24/15,4/8/15,13,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:49,0,0,0,0,13,19,7,1.857142857,2.714285714
5G23/25/2015,5G2,3/25/15,4/9/15,13,31,0:01:44,0:01:44,0:00:00,0:00:00,0:30:08,0.057522124,0.057522124,0,0,1,2,7,0.142857143,0.285714286
5G23/27/2015,5G2,3/27/15,4/11/15,13,31,0:19:00,0:05:00,0:14:00,0:00:00,0:30:00,0.633333333,0.166666667,0.466666667,0,5,10,7,0.714285714,1.428571429
5G23/3/2015,5G2,3/3/15,3/18/15,10,31,0:00:09,0:00:09,0:00:00,0:00:00,0:30:18,0.004950495,0.004950495,0,0,2,6,7,0.285714286,0.857142857
5G23/31/2015,5G2,3/31/15,4/15/15,14,31,0:00:00,0:00:00,0:00:00,0:00:00,0:34:23,0,0,0,0,1,3,7,0.142857143,0.428571429
5G23/5/2015,5G2,3/5/15,3/20/15,10,31,0:21:00,0:20:00,0:01:00,0:00:00,0:31:00,0.677419355,0.64516129,0.032258065,0,0,1,7,0,0.142857143
5G23/9/2015,5G2,3/9/15,3/24/15,11,31,0:13:36,0:02:23,0:11:13,0:00:00,0:31:49,0.427448926,0.074908329,0.352540597,0,4,10,7,0.571428571,1.428571429
5G24/10/2015,5G2,4/10/15,4/25/15,15,31,0:02:48,0:00:00,0:02:48,0:00:00,1:00:23,0.046370411,0,0.046370411,0,1,5,14,0.071428571,0.357142857
5G24/13/2015,5G2,4/13/15,4/28/15,16,31,0:11:00,0:09:00,0:02:00,0:00:00,0:32:00,0.34375,0.28125,0.0625,0,0,3,7,0,0.428571429
5G24/14/2015,5G2,4/14/15,4/29/15,16,31,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,3,4,7,0.428571429,0.571428571
5G24/15/2015,5G2,4/15/15,4/30/15,16,31,0:03:28,0:03:28,0:00:00,0:00:00,0:30:03,0.115363283,0.115363283,0,0,0,0,7,0,0
5G24/16/2015,5G2,4/16/15,5/1/15,16,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:01,0,0,0,0,2,2,7,0.285714286,0.285714286
5G24/2/2015,5G2,4/2/15,4/17/15,14,31,0:00:00,0:00:00,0:00:00,0:00:00,0:31:08,0,0,0,0,9,28,7,1.285714286,4
5G24/20/2015,5G2,4/20/15,5/5/15,17,31,0:02:48,0:00:03,0:02:45,0:00:00,0:30:33,0.091653028,0.001636661,0.090016367,0,0,4,7,0,0.571428571
5G24/22/2015,5G2,4/22/15,5/7/15,17,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:05,0,0,0,0,0,0,7,0,0
5G24/23/2015,5G2,4/23/15,5/8/15,17,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:05,0,0,0,0,1,1,7,0.142857143,0.142857143
5G24/25/2015,5G2,4/25/15,5/10/15,17,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:33,0,0,0,0,11,17,7,1.571428571,2.428571429
5G24/6/2015,5G2,4/6/15,4/21/15,15,31,0:00:00,0:00:00,0:00:00,0:00:00,0:30:24,0,0,0,0,10,17,7,1.428571429,2.428571429
5G24/7/2015,5G2,4/7/15,4/22/15,15,31,0:08:59,0:00:00,0:08:59,0:00:00,0:30:03,0.298946201,0,0.298946201,0,0,2,7,0,0.285714286
5G24/9/2015,5G2,4/9/15,4/24/15,15,31,0:00:00,0:00:00,0:00:00,0:00:00,0:16:01,0,0,0,0,3,6,4,0.75,1.5
6H21/14/2015,6H2,1/14/15,1/29/15,3,17,0:02:56,0:02:56,0:00:00,0:00:00,0:44:50,0.065427509,0.065427509,0,0,0,10,9,0,1.111111111
6H21/19/2015,6H2,1/19/15,2/3/15,4,17,0:00:00,0:00:00,0:00:00,0:00:00,0:29:58,0,0,0,0,7,11,6,1.166666667,1.833333333
6H21/26/2015,6H2,1/26/15,2/10/15,5,17,0:05:25,0:05:25,0:00:00,0:05:25,1:00:37,0.089359362,0.089359362,0,0.089359362,12,22,14,0.857142857,1.571428571
6H21/28/2015,6H2,1/28/15,2/12/15,5,17,0:00:08,0:00:08,0:00:00,0:00:00,0:29:55,0.004456825,0.004456825,0,0,11,13,7,1.571428571,1.857142857
6H21/29/2015,6H2,1/29/15,2/13/15,5,17,0:00:00,0:00:00,0:00:00,0:00:00,0:30:10,0,0,0,0,21,21,5,4.2,4.2
6H22/16/2015,6H2,2/16/15,3/3/15,8,17,0:00:00,0:00:00,0:00:00,0:00:00,0:31:29,0,0,0,0,10,11,6,1.666666667,1.833333333
6H22/17/2015,6H2,2/17/15,3/4/15,8,17,0:05:39,0:05:39,0:00:00,0:05:39,0:59:39,0.094719195,0.094719195,0,0.094719195,10,10,13,0.769230769,0.769230769
6H22/20/2015,6H2,2/20/15,3/7/15,8,17,0:12:04,0:12:04,0:00:00,0:00:00,0:30:18,0.398239824,0.398239824,0,0,3,4,7,0.428571429,0.571428571
6H22/24/2015,6H2,2/24/15,3/11/15,9,17,0:16:11,0:16:11,0:00:00,0:14:05,1:05:29,0.247136676,0.247136676,0,0.215067447,14,14,13,1.076923077,1.076923077
6H22/25/2015,6H2,2/25/15,3/12/15,9,17,0:00:00,0:00:00,0:00:00,0:00:00,0:30:00,0,0,0,0,10,12,7,1.428571429,1.714285714
6H22/26/2015,6H2,2/26/15,3/13/15,9,17,0:09:00,0:09:00,0:00:00,0:00:00,0:30:00,0.3,0.3,0,0,4,4,7,0.571428571,0.571428571
6H22/3/2015,6H2,2/3/15,2/18/15,6,17,0:00:00,0:00:00,0:00:00,0:00:00,0:30:34,0,0,0,0,4,5,7,0.571428571,0.714285714
6H22/9/2015,6H2,2/9/15,2/24/15,7,17,0:00:44,0:00:44,0:00:00,0:00:00,1:00:35,0.012104539,0.012104539,0,0,25,39,14,1.785714286,2.785714286
6H23/11/2015,6H2,3/11/15,3/26/15,11,17,0:27:00,0:09:55,0:17:05,0:00:00,0:59:19,0.45518404,0.167181793,0.288002248,0,13,18,13,1,1.384615385
6H23/16/2015,6H2,3/16/15,3/31/15,12,17,0:29:21,0:27:22,0:01:59,0:28:34,1:00:26,0.485659129,0.452840596,0.032818533,0.472697187,25,29,14,1.785714286,2.071428571
6H23/17/2015,6H2,3/17/15,4/1/15,12,17,0:00:00,0:00:00,0:00:00,0:00:00,0:31:04,0,0,0,0,21,27,7,3,3.857142857
6H23/18/2015,6H2,3/18/15,4/2/15,12,17,0:00:00,0:00:00,0:00:00,0:00:00,0:25:51,0,0,0,0,2,6,5,0.4,1.2
6H23/23/2015,6H2,3/23/15,4/7/15,13,17,0:00:00,0:00:00,0:00:00,0:00:00,0:30:11,0,0,0,0,7,12,6,1.166666667,2
6H23/24/2015,6H2,3/24/15,4/8/15,13,17,0:06:27,0:06:27,0:00:00,0:06:27,0:33:44,0.191205534,0.191205534,0,0.191205534,15,16,7,2.142857143,2.285714286
6H23/25/2015,6H2,3/25/15,4/9/15,13,17,0:00:00,0:00:00,0:00:00,0:00:00,0:21:25,0,0,0,0,4,4,5,0.8,0.8
6H23/26/2015,6H2,3/26/15,4/10/15,13,17,0:00:00,0:00:00,0:00:00,0:00:00,0:26:00,0,0,0,0,6,9,5,1.2,1.8
6H23/27/2015,6H2,3/27/15,4/11/15,13,17,0:00:00,0:00:00,0:00:00,0:00:00,0:31:00,0,0,0,0,8,14,7,1.142857143,2
